Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/02/001/1/0/10/004,02,Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010004,Pressure,Station level,,,Operational
bufr4/3/02/001/2/0/10/051,02,Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010051,Pressure reduced to mean sea level,,,,Operational
bufr4/3/02/001/3/0/10/061,02,Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010061,3-hour pressure change,,,,Operational
bufr4/3/02/001/4/0/10/063,02,Meteorological sequences common to surface data,302001,(Pressure and 3-hour pressure change),,010063,Characteristic of pressure tendency,,,,Operational
bufr4/3/02/002/1/0/10/004,02,Meteorological sequences common to surface data,302002,(High altitude station),,010004,Pressure,Station level,,,Operational
bufr4/3/02/002/2/0/07/004,02,Meteorological sequences common to surface data,302002,(High altitude station),,007004,Pressure,Pressure level,,,Operational
bufr4/3/02/002/3/0/10/003,02,Meteorological sequences common to surface data,302002,(High altitude station),,010003,Geopotential,Pressure level,,,Operational
bufr4/3/02/002/4/0/10/061,02,Meteorological sequences common to surface data,302002,(High altitude station),,010061,3-hour pressure change,,,,Operational
bufr4/3/02/002/5/0/10/063,02,Meteorological sequences common to surface data,302002,(High altitude station),,010063,Characteristic of pressure tendency,,,,Operational
bufr4/3/02/003/1/0/11/011,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,011011,Wind direction at 10 m,,,,Operational
bufr4/3/02/003/2/0/11/012,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,011012,Wind speed at 10 m,,,,Operational
bufr4/3/02/003/3/0/12/004,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,012004,Air temperature at 2 m,,,,Operational
bufr4/3/02/003/4/0/12/006,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,012006,Dewpoint temperature at 2 m,,,,Operational
bufr4/3/02/003/5/0/13/003,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,013003,Relative humidity,,,,Operational
bufr4/3/02/003/6/0/20/001,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020001,Horizontal visibility,,,,Operational
bufr4/3/02/003/7/0/20/003,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020003,Present weather,,,,Operational
bufr4/3/02/003/8/0/20/004,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020004,Past weather (1),,,,Operational
bufr4/3/02/003/9/0/20/005,02,Meteorological sequences common to surface data,302003,"(Wind, temperature, humidity, visibility, weather)",,020005,Past weather (2),,,,Operational
bufr4/3/02/004/1/0/20/010,02,Meteorological sequences common to surface data,302004,(General cloud information),,020010,Cloud cover (total),,,,Operational
bufr4/3/02/004/2/0/08/002,02,Meteorological sequences common to surface data,302004,(General cloud information),,008002,Vertical significance (surface observations),,,,Operational
bufr4/3/02/004/3/0/20/011,02,Meteorological sequences common to surface data,302004,(General cloud information),,020011,Cloud amount,,,,Operational
bufr4/3/02/004/4/0/20/013,02,Meteorological sequences common to surface data,302004,(General cloud information),,020013,Height of base of cloud,,,,Operational
bufr4/3/02/004/5/0/20/012,02,Meteorological sequences common to surface data,302004,(General cloud information),,020012,Cloud type,,,,Operational
bufr4/3/02/004/6/0/20/012,02,Meteorological sequences common to surface data,302004,(General cloud information),,020012,Cloud type,,,,Operational
bufr4/3/02/004/7/0/20/012,02,Meteorological sequences common to surface data,302004,(General cloud information),,020012,Cloud type,,,,Operational
bufr4/3/02/005/1/0/08/002,02,Meteorological sequences common to surface data,302005,(Cloud layer),,008002,Vertical significance (surface observations),,,,Operational
bufr4/3/02/005/2/0/20/011,02,Meteorological sequences common to surface data,302005,(Cloud layer),,020011,Cloud amount,,,,Operational
bufr4/3/02/005/3/0/20/012,02,Meteorological sequences common to surface data,302005,(Cloud layer),,020012,Cloud type,,,,Operational
bufr4/3/02/005/4/0/20/013,02,Meteorological sequences common to surface data,302005,(Cloud layer),,020013,Height of base of cloud,,,,Operational
bufr4/3/02/006/1/0/10/004,02,Meteorological sequences common to surface data,302006,(Pressure and 24-hour pressure change),,010004,Pressure,Station level,,,Operational
