Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/08/001/1/301033,08,Surface report sequences (sea),308001,(Buoy/platform - fixed),,301033,Buoy/platform - fixed,"Identification, type, date/time, position (high accuracy)",,,Operational
bufr4/3/08/001/2/302011,08,Surface report sequences (sea),308001,(Buoy/platform - fixed),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/001/3/022042,08,Surface report sequences (sea),308001,(Buoy/platform - fixed),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/002/1/301034,08,Surface report sequences (sea),308002,(Buoy/platform - fixed),,301034,Buoy/platform - fixed,"Identification, type, date/time, position (coarse accuracy)",,,Operational
bufr4/3/08/002/2/302011,08,Surface report sequences (sea),308002,(Buoy/platform - fixed),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/002/3/022042,08,Surface report sequences (sea),308002,(Buoy/platform - fixed),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/003/1/301035,08,Surface report sequences (sea),308003,(Buoy/platform - moving),,301035,Buoy/platform - moving,"Identification, movement, type, date/time, position (coarse accuracy)",(see Note 1),13,Operational
bufr4/3/08/003/2/302011,08,Surface report sequences (sea),308003,(Buoy/platform - moving),,302011,Low altitude station,Basic surface report,(see Note 1),13,Operational
bufr4/3/08/003/3/022042,08,Surface report sequences (sea),308003,(Buoy/platform - moving),,022042,Sea/water temperature,,(see Note 1),13,Operational
bufr4/3/08/004/1/301036,08,Surface report sequences (sea),308004,(Ship),,301036,Ship,"Identification, movement, type, date/time, position (coarse accuracy)",,,Operational
bufr4/3/08/004/2/302011,08,Surface report sequences (sea),308004,(Ship),,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/004/3/022042,08,Surface report sequences (sea),308004,(Ship),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/005/1/308004,08,Surface report sequences (sea),308005,,,308004,Ship,Basic ship report,,,Operational
bufr4/3/08/005/2/302024,08,Surface report sequences (sea),308005,,,302024,Wind and swell waves,,,,Operational
bufr4/3/08/006/1/010004,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,010004,Pressure,,,,Operational
bufr4/3/08/006/2/010061,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,010061,3-hour pressure change,,,,Operational
bufr4/3/08/006/3/010063,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,010063,Characteristic of pressure tendency,,,,Operational
bufr4/3/08/006/4/011001,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,011001,Wind direction,,,,Operational
bufr4/3/08/006/5/011002,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,011002,Wind speed,,,,Operational
bufr4/3/08/006/6/012004,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,012004,Air temperature at 2 m,,,,Operational
bufr4/3/08/006/7/013003,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,013003,Relative humidity,,,,Operational
bufr4/3/08/006/8/022042,08,Surface report sequences (sea),308006,(Buoy Section 1 optional parameters),,022042,Sea/water temperature,,,,Operational
bufr4/3/08/007/1/301055,08,Surface report sequences (sea),308007,,,301055,"Identification and type of station, date/time, location (high accuracy), movement",,,,Operational
bufr4/3/08/007/2/302011,08,Surface report sequences (sea),308007,,,302011,Low altitude station,Basic surface report,,,Operational
bufr4/3/08/007/3/007062,08,Surface report sequences (sea),308007,,,007062,Depth below sea/water surface,,,,Operational
bufr4/3/08/007/4/022042,08,Surface report sequences (sea),308007,,,022042,Sea/water temperature,,,,Operational
bufr4/3/08/009/1/301093,08,Surface report sequences (sea),308009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,301093,"Ship identification, movement, date/time, horizontal and vertical coordinates",,,,Operational
bufr4/3/08/009/2/302001,08,Surface report sequences (sea),308009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,302001,Pressure and 3-hour pressure change,,,,Operational
bufr4/3/08/009/3/302054,08,Surface report sequences (sea),308009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,302054,"Ship ""instantaneous"" data",,,,Operational
bufr4/3/08/009/4/008002,08,Surface report sequences (sea),308009,(Sequence for representation of synoptic reports from a sea station suitable for SHIP data),,008002,Vertical significance (surface observations),,,,Operational
