"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"06","Classe 06 – Position (horizontale – 2)","006001","Longitude (précision élevée)","°","5","","26","°","5","8","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006002","Longitude (faible précision)","°","2","","16","°","2","5","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006011","Incrément de longitude (précision élevée)","°","5","","26","°","5","8","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006012","Incrément de longitude (faible précision)","°","2","","16","°","2","5","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006015","Décalage en longitude (précision élevée)","°","5","","26","°","5","8","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006016","Décalage en longitude (faible précision)","°","2","","16","°","2","5","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006021","Distance","m","-1","","13","m","-1","4","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006029","Nombre d'ondes","m-1","1","","22","m-1","1","7","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006030","Numéro d'onde (spectrale)","rad m-1","5","","13","rad m-1","5","4","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006031","Numéro de la rangée","Numérique","0","","12","Numérique","0","4","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006032","Décalage X (voir la note 6)","m","2","","31","m","2","11","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006033","Taille des pixels sur l'horizontale – 2","m","-1","","16","m","-1","5","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006034","Numéro de cellule dans le plan transversal","Numérique","0","","7","Numérique","0","3","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006035","Taille maximale de la dimension y","Numérique","0","","12","Numérique","0","4","","","Operational"
"06","Classe 06 – Position (horizontale – 2)","006040","Rayon de confiance","m","0","","13","m","0","4","","","Operational"
