Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/31/021/0,031021,Signification du champ associé,0,En réserve,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/1,031021,Signification du champ associé,1,Indicateur de qualité de 1 bit,"0 = bon,1 = douteux ou mauvais",,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/2,031021,Signification du champ associé,2,Indicateur de qualité de 2 bits,"0 = bon, 1 = légèrement douteux, 2 = très douteaux, 3 = mauvais",,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/3-4,031021,Signification du champ associé,3-4,En réserve,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/5,031021,Signification du champ associé,5,Indicateur de qualité de 1 bit,"0 = Données vérifiées et déclarées bonnes ; 1 = Données vérifiées et déclarées suspectes ; 2 = Données vérifiées et déclarées agrégées ; 3 = Données vérifiées et déclarées hors de la plage de l'instrument ; 4 = Données vérifiées, déclarées agrégées et hors de la plage de l'instrument ; 5 = Paramètre non mesuré à la station ; 6 = Valeur quotidienne non fournie ; 7 = Données non vérifiées, 8-254 = Réservé ; 255 = Manquant (info QC non disponible)",,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/31/021/6,031021,Signification du champ associé,6,Indicateur à 4 bits de classe de contrôle de qualité selon le GTSPP,"0 = non qualifié, 1 = valeur correcte (tous les contrôles passés), 2 = probablement bon mais valeur ne correspondant pas aux statistiques (différent de la climatologie), 3 = probablement mauvais (variation, gradient, ... si d'autres tests ont été acceptés), 4 = mauvaise valeur, valeur impossible (en dehors de l'échelle, instabilité verticale, profil constant), 5 = valeur modifiée pendant le contrôle de qualité, 6-7 = non utilisé (en réserve), 8 = valeur interpolée, 9 = valeur manquante",,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/7,031021,Signification du champ associé,7,Degré de confiance (pourcentage),,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/8,031021,Signification du champ associé,8,0 = Valeur non suspecte,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/9,031021,Signification du champ associé,9,Situation des données auxiliaires,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/10-20,031021,Signification du champ associé,10-20,En réserve,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/21,031021,Signification du champ associé,21,Signification du champ associé,"0 = Valeur originale, 1 = Valeur substituée/corrigée",,(voir note 2),74,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/22-62,031021,Signification du champ associé,22-62,Réservés pour les besoins locaux,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/021/63,031021,Signification du champ associé,63,Valeur manquante,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/31/031/1,031031,Indicateur de présence de données,1,"0 = Données présentes, 1 = Données absentes",,,,,Operational,"AI Translator: azure, Glossary Not Used"
