Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/21/001,21,(Données du faisceau radar),021001,Réflectivité horizontale,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/002,21,(Données du faisceau radar),021002,Réflectivité horizontale,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/003,21,(Données du faisceau radar),021003,Réflectivité différentielle,dB,1,-5,7,dB,1,3,,,Operational
bufr4/0/21/004,21,(Données du faisceau radar),021004,Réflectivité différentielle,dB,2,-800,11,dB,2,4,,,Operational
bufr4/0/21/005,21,(Données du faisceau radar),021005,Rapport de dépolarisation linéaire,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/006,21,(Données du faisceau radar),021006,Rapport de dépolarisation circulaire,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/011,21,(Données du faisceau radar),021011,Vitesse Doppler moyenne dans la direction x,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/012,21,(Données du faisceau radar),021012,Vitesse Doppler moyenne dans la direction x,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/013,21,(Données du faisceau radar),021013,Vitesse Doppler moyenne dans la direction z,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/014,21,(Données du faisceau radar),021014,Vitesse Doppler moyenne dans la direction x,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/21/017,21,(Données du faisceau radar),021017,Largeur spectrale de la vitesse Doppler,m s-1,1,0,8,m s-1,1,3,,,Operational
bufr4/0/21/018,21,(Données du faisceau radar),021018,Vitesse NYQUIST étendue,m s-1,1,0,10,m s-1,1,4,,,Operational
bufr4/0/21/019,21,(Données du faisceau radar),021019,Vitesse NYQUIST étendue,m s-1,1,0,10,m s-1,1,3,,,Operational
bufr4/0/21/021,21,(Données du faisceau radar),021021,Sommet des échos,m,-3,0,4,m,-3,2,,,Operational
