Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/26/010/1,026010,Heures de mesure,1,0100,,,,,Operational
bufr4/0/26/010/2,026010,Heures de mesure,2,0200,,,,,Operational
bufr4/0/26/010/3,026010,Heures de mesure,3,0300,,,,,Operational
bufr4/0/26/010/4,026010,Heures de mesure,4,0400,,,,,Operational
bufr4/0/26/010/5,026010,Heures de mesure,5,0500,,,,,Operational
bufr4/0/26/010/6,026010,Heures de mesure,6,0600,,,,,Operational
bufr4/0/26/010/7,026010,Heures de mesure,7,0700,,,,,Operational
bufr4/0/26/010/8,026010,Heures de mesure,8,0800,,,,,Operational
bufr4/0/26/010/9,026010,Heures de mesure,9,0900,,,,,Operational
bufr4/0/26/010/10,026010,Heures de mesure,10,1000,,,,,Operational
bufr4/0/26/010/11,026010,Heures de mesure,11,1100,,,,,Operational
bufr4/0/26/010/12,026010,Heures de mesure,12,1200,,,,,Operational
bufr4/0/26/010/13,026010,Heures de mesure,13,1300,,,,,Operational
bufr4/0/26/010/14,026010,Heures de mesure,14,1400,,,,,Operational
bufr4/0/26/010/15,026010,Heures de mesure,15,1500,,,,,Operational
bufr4/0/26/010/16,026010,Heures de mesure,16,1600,,,,,Operational
bufr4/0/26/010/17,026010,Heures de mesure,17,1700,,,,,Operational
bufr4/0/26/010/18,026010,Heures de mesure,18,1800,,,,,Operational
bufr4/0/26/010/19,026010,Heures de mesure,19,1900,,,,,Operational
bufr4/0/26/010/20,026010,Heures de mesure,20,2000,,,,,Operational
bufr4/0/26/010/21,026010,Heures de mesure,21,2100,,,,,Operational
bufr4/0/26/010/22,026010,Heures de mesure,22,2200,,,,,Operational
bufr4/0/26/010/23,026010,Heures de mesure,23,2300,,,,,Operational
bufr4/0/26/010/24,026010,Heures de mesure,24,2400,,,,,Operational
bufr4/0/26/010/25,026010,Heures de mesure,25,Combinaison d'heures inconnue,,,,,Operational
bufr4/0/26/010/26-bits-mis-à-1,026010,Heures de mesure,26 bits mis à 1,Valeur manquante,,,,,Operational
